
===============================================================
                Cortex-M3 ICODE BUS TRACE
===============================================================

TIME(ns)     ADDRESS      INSTRUCTION    HTRANS   HRESP
630800.000ns   00000424   6010d4fc      NONSEQ      OKAY
630840.000ns   00000428   bf004770      NONSEQ      OKAY
631040.000ns   00000420   07db6853      NONSEQ      OKAY
631080.000ns   00000424   6010d4fc      NONSEQ      OKAY
631120.000ns   00000428   bf004770      NONSEQ      OKAY
631320.000ns   00000420   07db6853      NONSEQ      OKAY
631360.000ns   00000424   6010d4fc      NONSEQ      OKAY
631400.000ns   00000428   bf004770      NONSEQ      OKAY
631600.000ns   00000420   07db6853      NONSEQ      OKAY
631640.000ns   00000424   6010d4fc      NONSEQ      OKAY
631680.000ns   00000428   bf004770      NONSEQ      OKAY
631880.000ns   00000420   07db6853      NONSEQ      OKAY
631920.000ns   00000424   6010d4fc      NONSEQ      OKAY
631960.000ns   00000428   bf004770      NONSEQ      OKAY
632160.000ns   00000420   07db6853      NONSEQ      OKAY
632200.000ns   00000424   6010d4fc      NONSEQ      OKAY
632240.000ns   00000428   bf004770      NONSEQ      OKAY
632440.000ns   00000420   07db6853      NONSEQ      OKAY
632480.000ns   00000424   6010d4fc      NONSEQ      OKAY
632520.000ns   00000428   bf004770      NONSEQ      OKAY
632720.000ns   00000420   07db6853      NONSEQ      OKAY
632760.000ns   00000424   6010d4fc      NONSEQ      OKAY
632800.000ns   00000428   bf004770      NONSEQ      OKAY
633000.000ns   00000420   07db6853      NONSEQ      OKAY
633040.000ns   00000424   6010d4fc      NONSEQ      OKAY
633080.000ns   00000428   bf004770      NONSEQ      OKAY
633280.000ns   00000420   07db6853      NONSEQ      OKAY
633320.000ns   00000424   6010d4fc      NONSEQ      OKAY
633360.000ns   00000428   bf004770      NONSEQ      OKAY
633560.000ns   00000420   07db6853      NONSEQ      OKAY
633600.000ns   00000424   6010d4fc      NONSEQ      OKAY
633640.000ns   00000428   bf004770      NONSEQ      OKAY
633840.000ns   00000420   07db6853      NONSEQ      OKAY
633880.000ns   00000424   6010d4fc      NONSEQ      OKAY
633920.000ns   00000428   bf004770      NONSEQ      OKAY
634120.000ns   00000420   07db6853      NONSEQ      OKAY
634160.000ns   00000424   6010d4fc      NONSEQ      OKAY
634200.000ns   00000428   bf004770      NONSEQ      OKAY
634400.000ns   00000420   07db6853      NONSEQ      OKAY
634440.000ns   00000424   6010d4fc      NONSEQ      OKAY
634480.000ns   00000428   bf004770      NONSEQ      OKAY
634680.000ns   00000420   07db6853      NONSEQ      OKAY
634720.000ns   00000424   6010d4fc      NONSEQ      OKAY
634760.000ns   00000428   bf004770      NONSEQ      OKAY
634960.000ns   00000420   07db6853      NONSEQ      OKAY
635000.000ns   00000424   6010d4fc      NONSEQ      OKAY
635040.000ns   00000428   bf004770      NONSEQ      OKAY
635240.000ns   00000420   07db6853      NONSEQ      OKAY
635280.000ns   00000424   6010d4fc      NONSEQ      OKAY
635320.000ns   00000428   bf004770      NONSEQ      OKAY
635520.000ns   00000420   07db6853      NONSEQ      OKAY
635560.000ns   00000424   6010d4fc      NONSEQ      OKAY
635600.000ns   00000428   bf004770      NONSEQ      OKAY
635800.000ns   00000420   07db6853      NONSEQ      OKAY
635840.000ns   00000424   6010d4fc      NONSEQ      OKAY
635880.000ns   00000428   bf004770      NONSEQ      OKAY
636080.000ns   00000420   07db6853      NONSEQ      OKAY
636120.000ns   00000424   6010d4fc      NONSEQ      OKAY
636160.000ns   00000428   bf004770      NONSEQ      OKAY
636360.000ns   00000420   07db6853      NONSEQ      OKAY
636400.000ns   00000424   6010d4fc      NONSEQ      OKAY
636440.000ns   00000428   bf004770      NONSEQ      OKAY
636640.000ns   00000420   07db6853      NONSEQ      OKAY
636680.000ns   00000424   6010d4fc      NONSEQ      OKAY
636720.000ns   00000428   bf004770      NONSEQ      OKAY
636920.000ns   00000420   07db6853      NONSEQ      OKAY
636960.000ns   00000424   6010d4fc      NONSEQ      OKAY
637000.000ns   00000428   bf004770      NONSEQ      OKAY
637200.000ns   00000420   07db6853      NONSEQ      OKAY
637240.000ns   00000424   6010d4fc      NONSEQ      OKAY
637280.000ns   00000428   bf004770      NONSEQ      OKAY
637480.000ns   00000420   07db6853      NONSEQ      OKAY
637520.000ns   00000424   6010d4fc      NONSEQ      OKAY
637560.000ns   00000428   bf004770      NONSEQ      OKAY
637760.000ns   00000420   07db6853      NONSEQ      OKAY
637800.000ns   00000424   6010d4fc      NONSEQ      OKAY
637840.000ns   00000428   bf004770      NONSEQ      OKAY
638040.000ns   00000420   07db6853      NONSEQ      OKAY
638080.000ns   00000424   6010d4fc      NONSEQ      OKAY
638120.000ns   00000428   bf004770      NONSEQ      OKAY
638320.000ns   00000420   07db6853      NONSEQ      OKAY
638360.000ns   00000424   6010d4fc      NONSEQ      OKAY
638400.000ns   00000428   bf004770      NONSEQ      OKAY
638600.000ns   00000420   07db6853      NONSEQ      OKAY
638640.000ns   00000424   6010d4fc      NONSEQ      OKAY
638680.000ns   00000428   bf004770      NONSEQ      OKAY
638880.000ns   00000420   07db6853      NONSEQ      OKAY
638920.000ns   00000424   6010d4fc      NONSEQ      OKAY
638960.000ns   00000428   bf004770      NONSEQ      OKAY
639160.000ns   00000420   07db6853      NONSEQ      OKAY
639200.000ns   00000424   6010d4fc      NONSEQ      OKAY
639240.000ns   00000428   bf004770      NONSEQ      OKAY
639440.000ns   00000420   07db6853      NONSEQ      OKAY
639480.000ns   00000424   6010d4fc      NONSEQ      OKAY
639520.000ns   00000428   bf004770      NONSEQ      OKAY
639720.000ns   00000420   07db6853      NONSEQ      OKAY
639760.000ns   00000424   6010d4fc      NONSEQ      OKAY
639800.000ns   00000428   bf004770      NONSEQ      OKAY
640000.000ns   00000420   07db6853      NONSEQ      OKAY
640040.000ns   00000424   6010d4fc      NONSEQ      OKAY
640080.000ns   00000428   bf004770      NONSEQ      OKAY
640280.000ns   00000420   07db6853      NONSEQ      OKAY
640320.000ns   00000424   6010d4fc      NONSEQ      OKAY
640360.000ns   00000428   bf004770      NONSEQ      OKAY
640560.000ns   00000420   07db6853      NONSEQ      OKAY
640600.000ns   00000424   6010d4fc      NONSEQ      OKAY
640640.000ns   00000428   bf004770      NONSEQ      OKAY
640840.000ns   00000420   07db6853      NONSEQ      OKAY
640880.000ns   00000424   6010d4fc      NONSEQ      OKAY
640920.000ns   00000428   bf004770      NONSEQ      OKAY
641120.000ns   00000420   07db6853      NONSEQ      OKAY
641160.000ns   00000424   6010d4fc      NONSEQ      OKAY
641200.000ns   00000428   bf004770      NONSEQ      OKAY
641400.000ns   00000420   07db6853      NONSEQ      OKAY
641440.000ns   00000424   6010d4fc      NONSEQ      OKAY
641480.000ns   00000428   bf004770      NONSEQ      OKAY
641680.000ns   00000420   07db6853      NONSEQ      OKAY
641720.000ns   00000424   6010d4fc      NONSEQ      OKAY
641760.000ns   00000428   bf004770      NONSEQ      OKAY
641960.000ns   00000420   07db6853      NONSEQ      OKAY
642000.000ns   00000424   6010d4fc      NONSEQ      OKAY
642040.000ns   00000428   bf004770      NONSEQ      OKAY
642240.000ns   00000420   07db6853      NONSEQ      OKAY
642280.000ns   00000424   6010d4fc      NONSEQ      OKAY
642320.000ns   00000428   bf004770      NONSEQ      OKAY
642520.000ns   00000420   07db6853      NONSEQ      OKAY
642560.000ns   0000042c   2240f04f      NONSEQ      OKAY
642600.000ns   0000039c   42acf83f      NONSEQ      OKAY
642640.000ns   000003a0   4630d1f9      NONSEQ      OKAY
642680.000ns   000003a4   bf00bd70      NONSEQ      OKAY
642720.000ns   00000394   f81418a5      NONSEQ      OKAY
642760.000ns   00000398   f0000f01      NONSEQ      OKAY
642800.000ns   0000039c   42acf83f      NONSEQ      OKAY
642840.000ns   000003a0   4630d1f9      NONSEQ      OKAY
642880.000ns   0000041c   2240f04f      NONSEQ      OKAY
642920.000ns   00000420   07db6853      NONSEQ      OKAY
643040.000ns   00000424   6010d4fc      NONSEQ      OKAY
643080.000ns   00000428   bf004770      NONSEQ      OKAY
643360.000ns   00000420   07db6853      NONSEQ      OKAY
643400.000ns   00000424   6010d4fc      NONSEQ      OKAY
643440.000ns   00000428   bf004770      NONSEQ      OKAY
643640.000ns   00000420   07db6853      NONSEQ      OKAY
643680.000ns   00000424   6010d4fc      NONSEQ      OKAY
643720.000ns   00000428   bf004770      NONSEQ      OKAY
643920.000ns   00000420   07db6853      NONSEQ      OKAY
643960.000ns   00000424   6010d4fc      NONSEQ      OKAY
644000.000ns   00000428   bf004770      NONSEQ      OKAY
644200.000ns   00000420   07db6853      NONSEQ      OKAY
644240.000ns   00000424   6010d4fc      NONSEQ      OKAY
644280.000ns   00000428   bf004770      NONSEQ      OKAY
644480.000ns   00000420   07db6853      NONSEQ      OKAY
644520.000ns   00000424   6010d4fc      NONSEQ      OKAY
644560.000ns   00000428   bf004770      NONSEQ      OKAY
644760.000ns   00000420   07db6853      NONSEQ      OKAY
644800.000ns   00000424   6010d4fc      NONSEQ      OKAY
644840.000ns   00000428   bf004770      NONSEQ      OKAY
645040.000ns   00000420   07db6853      NONSEQ      OKAY
645080.000ns   00000424   6010d4fc      NONSEQ      OKAY
645120.000ns   00000428   bf004770      NONSEQ      OKAY
645320.000ns   00000420   07db6853      NONSEQ      OKAY
645360.000ns   00000424   6010d4fc      NONSEQ      OKAY
645400.000ns   00000428   bf004770      NONSEQ      OKAY
645600.000ns   00000420   07db6853      NONSEQ      OKAY
645640.000ns   00000424   6010d4fc      NONSEQ      OKAY
645680.000ns   00000428   bf004770      NONSEQ      OKAY
645880.000ns   00000420   07db6853      NONSEQ      OKAY
645920.000ns   00000424   6010d4fc      NONSEQ      OKAY
645960.000ns   00000428   bf004770      NONSEQ      OKAY
646160.000ns   00000420   07db6853      NONSEQ      OKAY
646200.000ns   00000424   6010d4fc      NONSEQ      OKAY
646240.000ns   00000428   bf004770      NONSEQ      OKAY
646440.000ns   00000420   07db6853      NONSEQ      OKAY
646480.000ns   00000424   6010d4fc      NONSEQ      OKAY
646520.000ns   00000428   bf004770      NONSEQ      OKAY
646720.000ns   00000420   07db6853      NONSEQ      OKAY
646760.000ns   00000424   6010d4fc      NONSEQ      OKAY
646800.000ns   00000428   bf004770      NONSEQ      OKAY
647000.000ns   00000420   07db6853      NONSEQ      OKAY
647040.000ns   00000424   6010d4fc      NONSEQ      OKAY
647080.000ns   00000428   bf004770      NONSEQ      OKAY
647280.000ns   00000420   07db6853      NONSEQ      OKAY
647320.000ns   00000424   6010d4fc      NONSEQ      OKAY
647360.000ns   00000428   bf004770      NONSEQ      OKAY
647560.000ns   00000420   07db6853      NONSEQ      OKAY
647600.000ns   00000424   6010d4fc      NONSEQ      OKAY
647640.000ns   00000428   bf004770      NONSEQ      OKAY
647840.000ns   00000420   07db6853      NONSEQ      OKAY
647880.000ns   00000424   6010d4fc      NONSEQ      OKAY
647920.000ns   00000428   bf004770      NONSEQ      OKAY
648120.000ns   00000420   07db6853      NONSEQ      OKAY
648160.000ns   00000424   6010d4fc      NONSEQ      OKAY
648200.000ns   00000428   bf004770      NONSEQ      OKAY
648400.000ns   00000420   07db6853      NONSEQ      OKAY
648440.000ns   00000424   6010d4fc      NONSEQ      OKAY
648480.000ns   00000428   bf004770      NONSEQ      OKAY
648680.000ns   00000420   07db6853      NONSEQ      OKAY
648720.000ns   00000424   6010d4fc      NONSEQ      OKAY
648760.000ns   00000428   bf004770      NONSEQ      OKAY
648960.000ns   00000420   07db6853      NONSEQ      OKAY
649000.000ns   00000424   6010d4fc      NONSEQ      OKAY
649040.000ns   00000428   bf004770      NONSEQ      OKAY
649240.000ns   00000420   07db6853      NONSEQ      OKAY
649280.000ns   00000424   6010d4fc      NONSEQ      OKAY
649320.000ns   00000428   bf004770      NONSEQ      OKAY
649520.000ns   00000420   07db6853      NONSEQ      OKAY
649560.000ns   00000424   6010d4fc      NONSEQ      OKAY
649600.000ns   00000428   bf004770      NONSEQ      OKAY
649800.000ns   00000420   07db6853      NONSEQ      OKAY
649840.000ns   00000424   6010d4fc      NONSEQ      OKAY
649880.000ns   00000428   bf004770      NONSEQ      OKAY
650080.000ns   00000420   07db6853      NONSEQ      OKAY
650120.000ns   00000424   6010d4fc      NONSEQ      OKAY
650160.000ns   00000428   bf004770      NONSEQ      OKAY
650360.000ns   00000420   07db6853      NONSEQ      OKAY
650400.000ns   00000424   6010d4fc      NONSEQ      OKAY
650440.000ns   00000428   bf004770      NONSEQ      OKAY
650640.000ns   00000420   07db6853      NONSEQ      OKAY
650680.000ns   00000424   6010d4fc      NONSEQ      OKAY
650720.000ns   00000428   bf004770      NONSEQ      OKAY
650920.000ns   00000420   07db6853      NONSEQ      OKAY
650960.000ns   00000424   6010d4fc      NONSEQ      OKAY
651000.000ns   00000428   bf004770      NONSEQ      OKAY
651200.000ns   00000420   07db6853      NONSEQ      OKAY
651240.000ns   00000424   6010d4fc      NONSEQ      OKAY
651280.000ns   00000428   bf004770      NONSEQ      OKAY
651480.000ns   00000420   07db6853      NONSEQ      OKAY
651520.000ns   00000424   6010d4fc      NONSEQ      OKAY
651560.000ns   00000428   bf004770      NONSEQ      OKAY
651760.000ns   00000420   07db6853      NONSEQ      OKAY
651800.000ns   00000424   6010d4fc      NONSEQ      OKAY
651840.000ns   00000428   bf004770      NONSEQ      OKAY
652040.000ns   00000420   07db6853      NONSEQ      OKAY
652080.000ns   00000424   6010d4fc      NONSEQ      OKAY
652120.000ns   00000428   bf004770      NONSEQ      OKAY
652320.000ns   00000420   07db6853      NONSEQ      OKAY
652360.000ns   00000424   6010d4fc      NONSEQ      OKAY
652400.000ns   00000428   bf004770      NONSEQ      OKAY
652600.000ns   00000420   07db6853      NONSEQ      OKAY
652640.000ns   00000424   6010d4fc      NONSEQ      OKAY
652680.000ns   00000428   bf004770      NONSEQ      OKAY
652880.000ns   00000420   07db6853      NONSEQ      OKAY
652920.000ns   00000424   6010d4fc      NONSEQ      OKAY
652960.000ns   00000428   bf004770      NONSEQ      OKAY
653160.000ns   00000420   07db6853      NONSEQ      OKAY
653200.000ns   00000424   6010d4fc      NONSEQ      OKAY
653240.000ns   00000428   bf004770      NONSEQ      OKAY
653440.000ns   00000420   07db6853      NONSEQ      OKAY
653480.000ns   00000424   6010d4fc      NONSEQ      OKAY
653520.000ns   00000428   bf004770      NONSEQ      OKAY
653720.000ns   00000420   07db6853      NONSEQ      OKAY
653760.000ns   00000424   6010d4fc      NONSEQ      OKAY
653800.000ns   00000428   bf004770      NONSEQ      OKAY
654000.000ns   00000420   07db6853      NONSEQ      OKAY
654040.000ns   00000424   6010d4fc      NONSEQ      OKAY
654080.000ns   00000428   bf004770      NONSEQ      OKAY
654280.000ns   00000420   07db6853      NONSEQ      OKAY
654320.000ns   00000424   6010d4fc      NONSEQ      OKAY
654360.000ns   00000428   bf004770      NONSEQ      OKAY
654560.000ns   00000420   07db6853      NONSEQ      OKAY
654600.000ns   00000424   6010d4fc      NONSEQ      OKAY
654640.000ns   00000428   bf004770      NONSEQ      OKAY
654840.000ns   00000420   07db6853      NONSEQ      OKAY
654880.000ns   00000424   6010d4fc      NONSEQ      OKAY
654920.000ns   00000428   bf004770      NONSEQ      OKAY
655120.000ns   00000420   07db6853      NONSEQ      OKAY
655160.000ns   00000424   6010d4fc      NONSEQ      OKAY
655200.000ns   00000428   bf004770      NONSEQ      OKAY
655400.000ns   00000420   07db6853      NONSEQ      OKAY
655440.000ns   00000424   6010d4fc      NONSEQ      OKAY
655480.000ns   00000428   bf004770      NONSEQ      OKAY
655680.000ns   00000420   07db6853      NONSEQ      OKAY
655720.000ns   00000424   6010d4fc      NONSEQ      OKAY
655760.000ns   00000428   bf004770      NONSEQ      OKAY
655960.000ns   00000420   07db6853      NONSEQ      OKAY
656000.000ns   00000424   6010d4fc      NONSEQ      OKAY
656040.000ns   00000428   bf004770      NONSEQ      OKAY
656240.000ns   00000420   07db6853      NONSEQ      OKAY
656280.000ns   00000424   6010d4fc      NONSEQ      OKAY
656320.000ns   00000428   bf004770      NONSEQ      OKAY
656520.000ns   00000420   07db6853      NONSEQ      OKAY
656560.000ns   00000424   6010d4fc      NONSEQ      OKAY
656600.000ns   00000428   bf004770      NONSEQ      OKAY
656800.000ns   00000420   07db6853      NONSEQ      OKAY
656840.000ns   00000424   6010d4fc      NONSEQ      OKAY
656880.000ns   00000428   bf004770      NONSEQ      OKAY
657080.000ns   00000420   07db6853      NONSEQ      OKAY
657120.000ns   00000424   6010d4fc      NONSEQ      OKAY
657160.000ns   00000428   bf004770      NONSEQ      OKAY
657360.000ns   00000420   07db6853      NONSEQ      OKAY
657400.000ns   00000424   6010d4fc      NONSEQ      OKAY
657440.000ns   00000428   bf004770      NONSEQ      OKAY
657640.000ns   00000420   07db6853      NONSEQ      OKAY
657680.000ns   00000424   6010d4fc      NONSEQ      OKAY
657720.000ns   00000428   bf004770      NONSEQ      OKAY
657920.000ns   00000420   07db6853      NONSEQ      OKAY
657960.000ns   00000424   6010d4fc      NONSEQ      OKAY
658000.000ns   00000428   bf004770      NONSEQ      OKAY
658200.000ns   00000420   07db6853      NONSEQ      OKAY
658240.000ns   00000424   6010d4fc      NONSEQ      OKAY
658280.000ns   00000428   bf004770      NONSEQ      OKAY
658480.000ns   00000420   07db6853      NONSEQ      OKAY
658520.000ns   00000424   6010d4fc      NONSEQ      OKAY
658560.000ns   00000428   bf004770      NONSEQ      OKAY
658760.000ns   00000420   07db6853      NONSEQ      OKAY
658800.000ns   00000424   6010d4fc      NONSEQ      OKAY
658840.000ns   00000428   bf004770      NONSEQ      OKAY
